,user_id,last_seen,gender,age_group,level,start_date
25378,1000-0023-1321-FAKE,18/07/2015,UNKNOWN,UNKNOWN,1,11/07/2015
25379,1000-0023-5863-FAKE,18/07/2015,UNKNOWN,UNKNOWN,1,18/07/2015
25380,1000-0023-4237-FAKE,17/07/2015,UNKNOWN,UNKNOWN,1,16/07/2015
25381,1000-0023-7264-FAKE,20/07/2015,UNKNOWN,UNKNOWN,1,20/07/2015
25382,1000-0023-5884-FAKE,23/07/2015,UNKNOWN,UNKNOWN,1,18/07/2015
25383,1000-0023-9018-FAKE,17/08/2015,UNKNOWN,UNKNOWN,4,23/07/2015
25384,1000-0023-1418-FAKE,27/07/2015,UNKNOWN,UNKNOWN,2,12/07/2015
25385,1000-0023-2918-FAKE,28/07/2015,UNKNOWN,UNKNOWN,2,14/07/2015
25386,1000-0023-1349-FAKE,15/08/2015,UNKNOWN,UNKNOWN,3,11/07/2015
25387,1000-0023-8781-FAKE,22/07/2015,MALE,18-24,1,22/07/2015
25388,1000-0023-2963-FAKE,14/07/2015,MALE,50-64,1,14/07/2015
25389,1000-0023-5934-FAKE,27/07/2015,MALE,50-64,1,18/07/2015
25390,1000-0023-2821-FAKE,14/07/2015,FEMALE,13-17,1,14/07/2015
25391,1000-0023-9004-FAKE,23/07/2015,UNKNOWN,UNKNOWN,1,23/07/2015
25392,1000-0023-6100-FAKE,03/08/2015,UNKNOWN,UNKNOWN,3,18/07/2015
25393,1000-0023-5700-FAKE,18/07/2015,UNKNOWN,UNKNOWN,1,18/07/2015
25394,1000-0023-5800-FAKE,19/07/2015,FEMALE,18-24,1,18/07/2015
25395,1000-0023-7406-FAKE,23/07/2015,UNKNOWN,UNKNOWN,1,21/07/2015
25396,1000-0023-5906-FAKE,19/07/2015,UNKNOWN,UNKNOWN,2,18/07/2015
25397,1000-0023-7693-FAKE,24/07/2015,FEMALE,25-29,1,21/07/2015
25398,1000-0023-4227-FAKE,16/07/2015,UNKNOWN,UNKNOWN,1,16/07/2015
25399,1000-0023-1006-FAKE,11/07/2015,UNKNOWN,UNKNOWN,1,11/07/2015
25400,1000-0023-5869-FAKE,18/07/2015,UNKNOWN,UNKNOWN,1,18/07/2015
25401,1000-0023-3048-FAKE,14/07/2015,UNKNOWN,UNKNOWN,1,14/07/2015
25402,1000-0023-4148-FAKE,26/07/2015,UNKNOWN,UNKNOWN,1,15/07/2015
25403,1000-0023-2748-FAKE,28/07/2015,UNKNOWN,UNKNOWN,4,13/07/2015
25404,1000-0023-7548-FAKE,07/08/2015,UNKNOWN,UNKNOWN,7,21/07/2015
25405,1000-0023-7369-FAKE,26/07/2015,UNKNOWN,UNKNOWN,1,21/07/2015
25406,1000-0023-1469-FAKE,21/07/2015,MALE,30-34,1,12/07/2015
25407,1000-0023-5830-FAKE,20/07/2015,UNKNOWN,UNKNOWN,1,18/07/2015
25408,1000-0023-8882-FAKE,24/07/2015,FEMALE,50-64,1,23/07/2015
25409,1000-0023-7251-FAKE,20/07/2015,UNKNOWN,UNKNOWN,1,20/07/2015
25410,1000-0023-7651-FAKE,21/07/2015,FEMALE,18-24,1,21/07/2015
25411,1000-0023-9130-FAKE,23/07/2015,FEMALE,25-29,1,23/07/2015
25412,1000-0023-7530-FAKE,26/07/2015,FEMALE,40-49,1,21/07/2015
25413,1000-0023-4430-FAKE,07/08/2015,UNKNOWN,UNKNOWN,5,16/07/2015
25414,1000-0023-3072-FAKE,17/07/2015,MALE,25-29,1,14/07/2015
25415,1000-0023-4372-FAKE,21/07/2015,UNKNOWN,UNKNOWN,1,16/07/2015
25416,1000-0023-5872-FAKE,06/08/2015,UNKNOWN,UNKNOWN,6,18/07/2015
25417,1000-0023-2672-FAKE,13/07/2015,UNKNOWN,UNKNOWN,1,13/07/2015
25418,1000-0023-9183-FAKE,26/07/2015,UNKNOWN,UNKNOWN,1,23/07/2015
25419,1000-0023-6162-FAKE,21/07/2015,UNKNOWN,UNKNOWN,1,19/07/2015
25420,1000-0023-4238-FAKE,23/07/2015,UNKNOWN,UNKNOWN,1,16/07/2015
25421,1000-0023-1438-FAKE,17/07/2015,UNKNOWN,UNKNOWN,1,12/07/2015
25422,1000-0023-7638-FAKE,24/07/2015,UNKNOWN,UNKNOWN,1,21/07/2015
25423,1000-0023-7217-FAKE,20/07/2015,UNKNOWN,UNKNOWN,1,20/07/2015
25424,1000-0023-7517-FAKE,23/07/2015,MALE,50-64,1,21/07/2015
25425,1000-0023-7317-FAKE,21/07/2015,FEMALE,18-24,1,21/07/2015
25426,1000-0023-1159-FAKE,23/07/2015,UNKNOWN,UNKNOWN,3,11/07/2015
25427,1000-0023-1359-FAKE,15/07/2015,UNKNOWN,UNKNOWN,1,12/07/2015
25428,1000-0023-4320-FAKE,16/07/2015,UNKNOWN,UNKNOWN,1,16/07/2015
25429,1000-0023-6120-FAKE,24/07/2015,UNKNOWN,UNKNOWN,1,19/07/2015
25430,1000-0023-3057-FAKE,29/07/2015,UNKNOWN,UNKNOWN,6,14/07/2015
25431,1000-0023-1462-FAKE,25/07/2015,UNKNOWN,UNKNOWN,1,12/07/2015
25432,1000-0023-8862-FAKE,26/07/2015,FEMALE,18-24,1,23/07/2015
25433,1000-0023-7227-FAKE,26/07/2015,UNKNOWN,UNKNOWN,1,20/07/2015
25434,1000-0023-6095-FAKE,19/07/2015,UNKNOWN,UNKNOWN,1,19/07/2015
25435,1000-0023-4341-FAKE,21/07/2015,MALE,13-17,1,16/07/2015
25436,1000-0023-4141-FAKE,16/07/2015,UNKNOWN,UNKNOWN,1,15/07/2015
25437,1000-0023-2641-FAKE,27/07/2015,UNKNOWN,UNKNOWN,3,13/07/2015
25438,1000-0026-5969-FAKE,18/08/2015,FEMALE,13-17,1,18/08/2015
25439,1000-0022-2898-FAKE,12/08/2015,MALE,18-24,13,27/06/2015
25440,1000-0012-9019-FAKE,21/07/2015,FEMALE,25-29,30,05/02/2015
25441,1000-0026-5748-FAKE,18/08/2015,MALE,35-39,1,18/08/2015
25442,1000-0022-6162-FAKE,27/07/2015,FEMALE,30-34,4,03/07/2015
25443,1000-0002-5927-FAKE,02/08/2015,FEMALE,25-29,93,11/10/2014
25444,1000-0026-2844-FAKE,15/08/2015,UNKNOWN,UNKNOWN,1,15/08/2015
25445,1000-0026-5923-FAKE,18/08/2015,UNKNOWN,UNKNOWN,1,18/08/2015
25446,1000-0026-1023-FAKE,17/08/2015,UNKNOWN,UNKNOWN,1,14/08/2015
25447,1000-0026-4323-FAKE,16/08/2015,UNKNOWN,UNKNOWN,1,16/08/2015
25448,1000-0026-6002-FAKE,18/08/2015,UNKNOWN,UNKNOWN,1,18/08/2015
25449,1000-0006-1436-FAKE,12/08/2015,FEMALE,40-49,91,10/11/2014
25450,1000-0016-4228-FAKE,26/07/2015,MALE,18-24,13,30/03/2015
25451,1000-0026-1209-FAKE,14/08/2015,FEMALE,18-24,1,14/08/2015
25452,1000-0026-4226-FAKE,17/08/2015,UNKNOWN,UNKNOWN,1,16/08/2015
25453,1000-0026-5975-FAKE,18/08/2015,FEMALE,30-34,1,18/08/2015
25454,1000-0026-5737-FAKE,18/08/2015,UNKNOWN,UNKNOWN,1,18/08/2015
25455,1000-0022-8914-FAKE,18/07/2015,MALE,50-64,1,08/07/2015
25456,1000-0026-1175-FAKE,14/08/2015,FEMALE,40-49,1,14/08/2015
25457,1000-0026-4475-FAKE,17/08/2015,FEMALE,30-34,1,17/08/2015
25458,1000-0022-1014-FAKE,19/07/2015,FEMALE,18-24,2,25/06/2015
25459,1000-0022-9156-FAKE,13/07/2015,MALE,25-29,1,08/07/2015
25460,1000-0012-7254-FAKE,17/08/2015,FEMALE,30-34,42,02/02/2015
25461,1000-0016-8994-FAKE,30/07/2015,MALE,40-49,20,07/04/2015
25462,1000-0002-2630-FAKE,08/08/2015,FEMALE,50-64,86,09/10/2014
25463,1000-0022-9277-FAKE,13/07/2015,FEMALE,25-29,1,08/07/2015
25464,1000-0026-5979-FAKE,18/08/2015,UNKNOWN,UNKNOWN,1,18/08/2015
25465,1000-0016-5721-FAKE,21/07/2015,FEMALE,50-64,29,02/04/2015
25466,1000-0026-1454-FAKE,14/08/2015,UNKNOWN,UNKNOWN,1,14/08/2015
25467,1000-0022-9118-FAKE,13/07/2015,FEMALE,35-39,1,08/07/2015
25468,1000-0026-5933-FAKE,18/08/2015,UNKNOWN,UNKNOWN,1,18/08/2015
25469,1000-0026-2733-FAKE,16/08/2015,MALE,13-17,1,15/08/2015
25470,1000-0026-4333-FAKE,16/08/2015,UNKNOWN,UNKNOWN,1,16/08/2015
25471,1000-0022-2880-FAKE,29/07/2015,FEMALE,30-34,9,27/06/2015
25472,1000-0022-1224-FAKE,31/07/2015,FEMALE,18-24,6,25/06/2015
25473,1000-0026-2819-FAKE,16/08/2015,FEMALE,35-39,1,15/08/2015
25474,1000-0026-4519-FAKE,17/08/2015,UNKNOWN,UNKNOWN,1,17/08/2015
25475,1000-0022-4403-FAKE,29/07/2015,FEMALE,18-24,6,30/06/2015
25476,1000-0022-2645-FAKE,24/07/2015,FEMALE,50-64,7,27/06/2015
25477,1000-0022-1145-FAKE,18/08/2015,FEMALE,50-64,10,25/06/2015
25478,1000-0022-5945-FAKE,07/08/2015,FEMALE,30-34,3,03/07/2015
25479,1000-0022-8966-FAKE,17/08/2015,FEMALE,40-49,7,08/07/2015
25480,1000-0022-6166-FAKE,19/07/2015,FEMALE,25-29,4,03/07/2015
25481,1000-0026-4422-FAKE,18/08/2015,FEMALE,50-64,1,17/08/2015
25482,1000-0002-9028-FAKE,18/08/2015,FEMALE,25-29,104,14/10/2014
25483,1000-0026-5722-FAKE,18/08/2015,UNKNOWN,UNKNOWN,1,18/08/2015
25484,1000-0026-5901-FAKE,18/08/2015,UNKNOWN,UNKNOWN,1,18/08/2015
25485,1000-0026-2801-FAKE,17/08/2015,FEMALE,25-29,1,15/08/2015
25486,1000-0026-4385-FAKE,16/08/2015,MALE,40-49,1,16/08/2015
25487,1000-0026-4515-FAKE,17/08/2015,FEMALE,40-49,1,17/08/2015
25488,1000-0026-4585-FAKE,17/08/2015,FEMALE,13-17,1,17/08/2015
25489,1000-0026-1164-FAKE,14/08/2015,UNKNOWN,UNKNOWN,1,14/08/2015
25490,1000-0022-4190-FAKE,26/07/2015,MALE,30-34,6,30/06/2015
25491,1000-0026-5726-FAKE,18/08/2015,UNKNOWN,UNKNOWN,1,18/08/2015
25492,1000-0022-2903-FAKE,15/07/2015,MALE,25-29,1,27/06/2015
25493,1000-0026-1443-FAKE,14/08/2015,UNKNOWN,UNKNOWN,1,14/08/2015
25494,1000-0026-4343-FAKE,17/08/2015,MALE,50-64,1,16/08/2015
25495,1000-0022-1234-FAKE,18/07/2015,MALE,18-24,4,25/06/2015
25496,1000-0022-1334-FAKE,09/08/2015,MALE,50-64,6,25/06/2015
25497,1000-0022-7534-FAKE,31/07/2015,MALE,40-49,6,05/07/2015
25498,1000-0026-2729-FAKE,15/08/2015,UNKNOWN,UNKNOWN,1,15/08/2015
25499,1000-0026-1294-FAKE,15/08/2015,UNKNOWN,UNKNOWN,1,14/08/2015
25500,1000-0026-4129-FAKE,18/08/2015,FEMALE,25-29,1,16/08/2015
25501,1000-0022-8876-FAKE,22/07/2015,FEMALE,50-64,1,07/07/2015
25502,1000-0026-1173-FAKE,15/08/2015,UNKNOWN,UNKNOWN,1,14/08/2015
25503,1000-0026-1008-FAKE,16/08/2015,FEMALE,40-49,1,14/08/2015
25504,1000-0022-7355-FAKE,15/07/2015,MALE,50-64,2,05/07/2015
25505,1000-0026-4508-FAKE,17/08/2015,FEMALE,30-34,1,17/08/2015
25506,1000-0022-9055-FAKE,14/07/2015,MALE,25-29,1,08/07/2015
25507,1000-0026-5878-FAKE,18/08/2015,UNKNOWN,UNKNOWN,1,18/08/2015
25508,1000-0026-2953-FAKE,17/08/2015,FEMALE,30-34,1,15/08/2015
25509,1000-0026-1032-FAKE,17/08/2015,MALE,18-24,1,14/08/2015
25510,1000-0026-1232-FAKE,17/08/2015,UNKNOWN,UNKNOWN,1,14/08/2015
25511,1000-0012-4429-FAKE,03/08/2015,FEMALE,18-24,56,31/01/2015
25512,1000-0026-4511-FAKE,17/08/2015,UNKNOWN,UNKNOWN,1,17/08/2015
25513,1000-0026-4195-FAKE,16/08/2015,UNKNOWN,UNKNOWN,1,16/08/2015
25514,1000-0022-7413-FAKE,11/07/2015,FEMALE,35-39,2,05/07/2015
25515,1000-0022-7213-FAKE,16/08/2015,FEMALE,18-24,7,04/07/2015
25516,1000-0026-1153-FAKE,16/08/2015,FEMALE,25-29,1,14/08/2015
25517,1000-0022-8865-FAKE,13/07/2015,MALE,40-49,4,07/07/2015
25518,1000-0022-4565-FAKE,15/07/2015,MALE,25-29,1,01/07/2015
25519,1000-0022-4365-FAKE,16/07/2015,MALE,13-17,3,30/06/2015
25520,1000-0026-1139-FAKE,14/08/2015,UNKNOWN,UNKNOWN,1,14/08/2015
25521,1000-0026-2721-FAKE,17/08/2015,FEMALE,25-29,1,15/08/2015
25522,1000-0026-4239-FAKE,16/08/2015,FEMALE,25-29,1,16/08/2015
25523,1000-0026-2639-FAKE,15/08/2015,UNKNOWN,UNKNOWN,1,15/08/2015
25524,1000-0026-1363-FAKE,14/08/2015,UNKNOWN,UNKNOWN,1,14/08/2015
25525,1000-0026-5842-FAKE,18/08/2015,UNKNOWN,UNKNOWN,1,18/08/2015
25526,1000-0026-2842-FAKE,17/08/2015,UNKNOWN,UNKNOWN,1,15/08/2015
25527,1000-0026-4142-FAKE,16/08/2015,MALE,25-29,1,16/08/2015
25528,1000-0022-8958-FAKE,19/07/2015,FEMALE,40-49,1,08/07/2015
25529,1000-0022-1358-FAKE,16/07/2015,FEMALE,25-29,5,25/06/2015
25530,1000-0026-1342-FAKE,14/08/2015,UNKNOWN,UNKNOWN,1,14/08/2015
25531,1000-0022-5837-FAKE,28/07/2015,MALE,30-34,2,03/07/2015
25532,1000-0026-1021-FAKE,14/08/2015,FEMALE,13-17,1,14/08/2015
25533,1000-0022-7337-FAKE,02/08/2015,FEMALE,30-34,6,05/07/2015
25534,1000-0026-5718-FAKE,18/08/2015,MALE,30-34,1,18/08/2015
25535,1000-0022-5785-FAKE,19/07/2015,FEMALE,30-34,1,03/07/2015
25536,1000-0026-5946-FAKE,18/08/2015,UNKNOWN,UNKNOWN,1,18/08/2015
25537,1000-0026-1384-FAKE,14/08/2015,MALE,35-39,1,14/08/2015
25538,1000-0022-1140-FAKE,26/07/2015,FEMALE,35-39,7,25/06/2015
25539,1000-0022-5940-FAKE,23/07/2015,MALE,30-34,3,03/07/2015
25540,1000-0026-2921-FAKE,15/08/2015,UNKNOWN,UNKNOWN,1,15/08/2015
25541,1000-0026-2810-FAKE,15/08/2015,UNKNOWN,UNKNOWN,1,15/08/2015
25542,1000-0022-2782-FAKE,13/08/2015,FEMALE,18-24,7,27/06/2015
25543,1000-0022-2982-FAKE,16/07/2015,MALE,50-64,1,27/06/2015
25544,1000-0026-4100-FAKE,17/08/2015,FEMALE,18-24,1,16/08/2015
25545,1000-0026-5700-FAKE,18/08/2015,UNKNOWN,UNKNOWN,1,18/08/2015
25546,1000-0022-9261-FAKE,15/07/2015,FEMALE,13-17,2,08/07/2015
25547,1000-0006-2690-FAKE,04/08/2015,FEMALE,40-49,74,11/11/2014
25548,1000-0026-4283-FAKE,16/08/2015,MALE,18-24,1,16/08/2015
25549,1000-0022-7324-FAKE,14/07/2015,FEMALE,40-49,1,05/07/2015
25550,1000-0022-4482-FAKE,20/07/2015,FEMALE,25-29,1,30/06/2015
25551,1000-0022-3082-FAKE,17/07/2015,FEMALE,50-64,2,28/06/2015
25552,1000-0022-7347-FAKE,19/07/2015,FEMALE,50-64,5,05/07/2015
25553,1000-0022-7526-FAKE,27/07/2015,FEMALE,30-34,6,05/07/2015
25554,1000-0022-3068-FAKE,29/07/2015,FEMALE,50-64,4,28/06/2015
25555,1000-0026-2873-FAKE,15/08/2015,UNKNOWN,UNKNOWN,1,15/08/2015
25556,1000-0022-5768-FAKE,17/07/2015,MALE,40-49,1,03/07/2015
25557,1000-0026-2849-FAKE,15/08/2015,FEMALE,13-17,1,15/08/2015
25558,1000-0026-5728-FAKE,18/08/2015,FEMALE,50-64,1,18/08/2015
25559,1000-0026-4428-FAKE,17/08/2015,MALE,18-24,1,17/08/2015
25560,1000-0026-1228-FAKE,18/08/2015,MALE,35-39,1,14/08/2015
25561,1000-0026-1007-FAKE,16/08/2015,MALE,35-39,1,14/08/2015
25562,1000-0026-2807-FAKE,18/08/2015,UNKNOWN,UNKNOWN,1,15/08/2015
25563,1000-0026-4507-FAKE,17/08/2015,UNKNOWN,UNKNOWN,1,17/08/2015
25564,1000-0026-2907-FAKE,15/08/2015,UNKNOWN,UNKNOWN,1,15/08/2015
25565,1000-0026-1230-FAKE,14/08/2015,UNKNOWN,UNKNOWN,1,14/08/2015
25566,1000-0026-1430-FAKE,14/08/2015,MALE,40-49,1,14/08/2015
25567,1000-0022-2650-FAKE,30/07/2015,FEMALE,18-24,7,27/06/2015
25568,1000-0026-1231-FAKE,14/08/2015,FEMALE,18-24,1,14/08/2015
25569,1000-0026-5731-FAKE,18/08/2015,UNKNOWN,UNKNOWN,1,18/08/2015
25570,1000-0026-4531-FAKE,17/08/2015,FEMALE,30-34,1,17/08/2015
25571,1000-0026-1131-FAKE,18/08/2015,FEMALE,25-29,1,14/08/2015
25572,1000-0026-4310-FAKE,17/08/2015,MALE,18-24,1,17/08/2015
25573,1000-0026-2910-FAKE,15/08/2015,UNKNOWN,UNKNOWN,1,15/08/2015
25574,1000-0026-2710-FAKE,18/08/2015,UNKNOWN,UNKNOWN,1,15/08/2015
25575,1000-0026-2717-FAKE,17/08/2015,FEMALE,25-29,1,15/08/2015
25576,1000-0022-8957-FAKE,25/07/2015,FEMALE,40-49,3,08/07/2015
25577,1000-0022-4599-FAKE,27/07/2015,MALE,40-49,2,01/07/2015
25578,1000-0022-6099-FAKE,20/07/2015,FEMALE,30-34,3,03/07/2015
25579,1000-0026-3083-FAKE,16/08/2015,FEMALE,35-39,1,15/08/2015
25580,1000-0026-4262-FAKE,16/08/2015,UNKNOWN,UNKNOWN,1,16/08/2015
25581,1000-0026-1138-FAKE,14/08/2015,FEMALE,50-64,1,14/08/2015
25582,1000-0026-4438-FAKE,17/08/2015,MALE,40-49,1,17/08/2015
25583,1000-0026-4217-FAKE,16/08/2015,FEMALE,18-24,1,16/08/2015
25584,1000-0022-8760-FAKE,19/07/2015,FEMALE,25-29,1,07/07/2015
25585,1000-0022-8836-FAKE,15/07/2015,FEMALE,35-39,1,07/07/2015
25586,1000-0022-9181-FAKE,19/07/2015,FEMALE,13-17,2,08/07/2015
25587,1000-0022-7581-FAKE,06/08/2015,MALE,40-49,4,05/07/2015
25588,1000-0022-8915-FAKE,20/07/2015,FEMALE,18-24,2,08/07/2015
25589,1000-0026-2662-FAKE,16/08/2015,MALE,35-39,1,15/08/2015
25590,1000-0026-1441-FAKE,14/08/2015,FEMALE,30-34,1,14/08/2015
25591,1000-0026-1141-FAKE,15/08/2015,UNKNOWN,UNKNOWN,1,14/08/2015
25592,1000-0026-1020-FAKE,14/08/2015,UNKNOWN,UNKNOWN,1,14/08/2015
25593,1000-0022-5936-FAKE,12/07/2015,MALE,18-24,2,03/07/2015
25594,1000-0026-4327-FAKE,16/08/2015,MALE,25-29,1,16/08/2015
25595,1000-0022-1388-FAKE,18/08/2015,FEMALE,18-24,11,25/06/2015
25596,1000-0026-2927-FAKE,15/08/2015,UNKNOWN,UNKNOWN,1,15/08/2015
25597,1000-0026-5780-FAKE,18/08/2015,FEMALE,40-49,1,18/08/2015
25598,1000-0026-1493-FAKE,14/08/2015,FEMALE,25-29,1,14/08/2015
25599,1000-0026-2979-FAKE,17/08/2015,UNKNOWN,UNKNOWN,1,15/08/2015
25600,1000-0026-5934-FAKE,18/08/2015,FEMALE,50-64,1,18/08/2015
25601,1000-0026-2869-FAKE,15/08/2015,FEMALE,40-49,1,15/08/2015
25602,1000-0026-4248-FAKE,16/08/2015,FEMALE,25-29,1,16/08/2015
25603,1000-0026-2748-FAKE,15/08/2015,MALE,50-64,1,15/08/2015
25604,1000-0026-2630-FAKE,16/08/2015,MALE,35-39,1,15/08/2015
25605,1000-0026-4182-FAKE,18/08/2015,UNKNOWN,UNKNOWN,1,16/08/2015
25606,1000-0022-4570-FAKE,13/07/2015,FEMALE,35-39,1,01/07/2015
25607,1000-0022-8804-FAKE,28/07/2015,FEMALE,40-49,5,07/07/2015
25608,1000-0022-8704-FAKE,13/07/2015,MALE,40-49,1,07/07/2015
25609,1000-0022-4204-FAKE,16/07/2015,FEMALE,25-29,4,30/06/2015
25610,1000-0026-1499-FAKE,14/08/2015,UNKNOWN,UNKNOWN,1,14/08/2015
25611,1000-0022-1391-FAKE,14/08/2015,FEMALE,25-29,8,25/06/2015
25612,1000-0026-3053-FAKE,15/08/2015,UNKNOWN,UNKNOWN,1,15/08/2015
25613,1000-0026-1072-FAKE,14/08/2015,FEMALE,40-49,1,14/08/2015
25614,1000-0026-1372-FAKE,14/08/2015,MALE,40-49,1,14/08/2015
25615,1000-0026-1172-FAKE,16/08/2015,FEMALE,35-39,1,14/08/2015
25616,1000-0026-1051-FAKE,18/08/2015,UNKNOWN,UNKNOWN,1,14/08/2015
25617,1000-0026-4109-FAKE,16/08/2015,MALE,35-39,1,16/08/2015
25618,1000-0022-1267-FAKE,17/07/2015,FEMALE,13-17,5,25/06/2015
25619,1000-0022-8746-FAKE,03/08/2015,FEMALE,40-49,4,07/07/2015
25620,1000-0026-1330-FAKE,14/08/2015,FEMALE,40-49,1,14/08/2015
25621,1000-0022-9146-FAKE,12/08/2015,FEMALE,50-64,7,08/07/2015
25622,1000-0022-1442-FAKE,20/07/2015,FEMALE,18-24,5,25/06/2015
25623,1000-0026-2737-FAKE,16/08/2015,MALE,40-49,1,15/08/2015
25624,1000-0016-9024-FAKE,28/07/2015,FEMALE,35-39,25,07/04/2015
25625,1000-0022-8984-FAKE,20/07/2015,FEMALE,18-24,1,08/07/2015
25626,1000-0026-4579-FAKE,18/08/2015,UNKNOWN,UNKNOWN,1,17/08/2015
25627,1000-0016-4303-FAKE,01/08/2015,FEMALE,13-17,27,31/03/2015
25628,1000-0022-1018-FAKE,15/07/2015,MALE,35-39,4,25/06/2015
25629,1000-0026-1179-FAKE,14/08/2015,UNKNOWN,UNKNOWN,1,14/08/2015
25630,1000-0026-1167-FAKE,14/08/2015,MALE,18-24,1,14/08/2015
25631,1000-0026-2682-FAKE,16/08/2015,UNKNOWN,UNKNOWN,1,15/08/2015
25632,1000-0026-1482-FAKE,14/08/2015,UNKNOWN,UNKNOWN,1,14/08/2015
25633,1000-0022-1327-FAKE,25/07/2015,FEMALE,25-29,4,25/06/2015
25634,1000-0026-4361-FAKE,18/08/2015,FEMALE,18-24,1,16/08/2015
25635,1000-0026-2661-FAKE,15/08/2015,UNKNOWN,UNKNOWN,1,15/08/2015
25636,1000-0002-5890-FAKE,17/08/2015,FEMALE,18-24,97,11/10/2014
25637,1000-0026-4268-FAKE,17/08/2015,MALE,13-17,1,16/08/2015
25638,1000-0026-5968-FAKE,18/08/2015,UNKNOWN,UNKNOWN,1,18/08/2015
25639,1000-0026-2647-FAKE,15/08/2015,FEMALE,30-34,1,15/08/2015
25640,1000-0022-1294-FAKE,11/07/2015,FEMALE,40-49,3,25/06/2015
25641,1000-0026-4426-FAKE,17/08/2015,MALE,50-64,1,17/08/2015
25642,1000-0026-1226-FAKE,14/08/2015,UNKNOWN,UNKNOWN,1,14/08/2015
25643,1000-0022-7407-FAKE,11/07/2015,MALE,18-24,1,05/07/2015
25644,1000-0016-9014-FAKE,18/08/2015,FEMALE,50-64,45,07/04/2015
25645,1000-0026-5837-FAKE,18/08/2015,UNKNOWN,UNKNOWN,1,18/08/2015
25646,1000-0022-5965-FAKE,20/07/2015,FEMALE,30-34,5,03/07/2015
25647,1000-0012-8958-FAKE,31/07/2015,FEMALE,18-24,45,05/02/2015
25648,1000-0026-1471-FAKE,14/08/2015,MALE,35-39,1,14/08/2015
25649,1000-0026-5871-FAKE,18/08/2015,FEMALE,35-39,1,18/08/2015
25650,1000-0026-4350-FAKE,16/08/2015,UNKNOWN,UNKNOWN,1,16/08/2015
25651,1000-0026-2950-FAKE,15/08/2015,UNKNOWN,UNKNOWN,1,15/08/2015
25652,1000-0026-4150-FAKE,16/08/2015,UNKNOWN,UNKNOWN,1,16/08/2015
25653,1000-0022-7610-FAKE,25/07/2015,FEMALE,13-17,3,05/07/2015
25654,1000-0022-8810-FAKE,27/07/2015,MALE,30-34,5,07/07/2015
25655,1000-0026-5805-FAKE,18/08/2015,UNKNOWN,UNKNOWN,1,18/08/2015
25656,1000-0022-8831-FAKE,12/07/2015,FEMALE,40-49,1,07/07/2015
25657,1000-0026-1092-FAKE,14/08/2015,MALE,35-39,1,14/08/2015
25658,1000-0022-1010-FAKE,04/08/2015,MALE,13-17,11,25/06/2015
25659,1000-0026-4171-FAKE,16/08/2015,MALE,30-34,1,16/08/2015
25660,1000-0002-4134-FAKE,26/07/2015,FEMALE,35-39,84,10/10/2014
25661,1000-0022-4183-FAKE,15/07/2015,FEMALE,50-64,1,30/06/2015
25662,1000-0026-1399-FAKE,16/08/2015,UNKNOWN,UNKNOWN,1,14/08/2015
25663,1000-0026-4108-FAKE,18/08/2015,FEMALE,30-34,1,16/08/2015
25664,1000-0022-9162-FAKE,04/08/2015,MALE,50-64,7,08/07/2015
25665,1000-0026-2878-FAKE,15/08/2015,UNKNOWN,UNKNOWN,1,15/08/2015
25666,1000-0026-5857-FAKE,18/08/2015,UNKNOWN,UNKNOWN,1,18/08/2015
25667,1000-0026-1057-FAKE,17/08/2015,UNKNOWN,UNKNOWN,1,14/08/2015
25668,1000-0026-2657-FAKE,15/08/2015,FEMALE,35-39,1,15/08/2015
25669,1000-0012-1267-FAKE,22/07/2015,FEMALE,35-39,58,23/01/2015
25670,1000-0022-4145-FAKE,11/07/2015,FEMALE,40-49,1,30/06/2015
25671,1000-0022-8738-FAKE,16/07/2015,FEMALE,18-24,1,07/07/2015
25672,1000-0022-5938-FAKE,15/07/2015,FEMALE,25-29,1,03/07/2015
25673,1000-0022-7338-FAKE,19/07/2015,MALE,35-39,2,05/07/2015
25674,1000-0022-4317-FAKE,16/07/2015,MALE,50-64,3,30/06/2015
25675,1000-0022-7259-FAKE,15/07/2015,MALE,25-29,1,04/07/2015
25676,1000-0022-9224-FAKE,18/07/2015,MALE,18-24,2,08/07/2015
25677,1000-0026-2781-FAKE,15/08/2015,FEMALE,18-24,1,15/08/2015
25678,1000-0026-4581-FAKE,17/08/2015,UNKNOWN,UNKNOWN,1,17/08/2015
25679,1000-0026-5981-FAKE,18/08/2015,FEMALE,13-17,1,18/08/2015
25680,1000-0026-5822-FAKE,18/08/2015,UNKNOWN,UNKNOWN,1,18/08/2015
25681,1000-0026-2960-FAKE,17/08/2015,UNKNOWN,UNKNOWN,1,15/08/2015
25682,1000-0026-1060-FAKE,14/08/2015,FEMALE,30-34,1,14/08/2015
25683,1000-0026-4460-FAKE,17/08/2015,MALE,30-34,1,17/08/2015
25684,1000-0026-1336-FAKE,14/08/2015,MALE,35-39,1,14/08/2015
25685,1000-0022-7420-FAKE,17/07/2015,MALE,50-64,2,05/07/2015
25686,1000-0026-4215-FAKE,16/08/2015,UNKNOWN,UNKNOWN,1,16/08/2015
25687,1000-0022-4562-FAKE,24/07/2015,FEMALE,50-64,5,01/07/2015
25688,1000-0026-3082-FAKE,15/08/2015,UNKNOWN,UNKNOWN,1,15/08/2015
25689,1000-0022-5827-FAKE,14/07/2015,MALE,30-34,1,03/07/2015
